starting_times,source_nodes,target_nodes,ending_times,durations
19640,24,26,19660,20
19640,24,193,19660,20
19640,25,26,19660,20
19640,25,174,19660,20
19640,26,37,19660,20
19640,34,38,19660,20
19640,36,47,19660,20
19640,32,152,19660,20
19640,152,165,19660,20
19640,86,119,19660,20
19640,233,101,19660,20
19640,77,48,19660,20
19640,3,7,19660,20
19640,17,11,19660,20
19640,111,97,19660,20
19640,174,176,19660,20
19640,174,177,19660,20
19640,171,165,19660,20
19640,74,75,19660,20
19640,75,92,19660,20
19660,194,186,19680,20
19660,221,225,19680,20
19660,148,158,19680,20
19660,148,171,19680,20
19660,148,165,19680,20
19660,203,39,19680,20
19660,147,179,19680,20
19660,147,47,19680,20
19660,158,171,19680,20
19660,158,165,19680,20
19660,160,176,19680,20
19660,160,177,19680,20
19660,155,47,19680,20
19660,123,111,19680,20
19660,123,97,19680,20
19660,124,113,19680,20
19660,125,48,19680,20
19660,219,222,19680,20
19660,127,80,19680,20
19660,63,93,19680,20
19660,24,193,19680,20
19660,24,154,19680,20
19660,25,26,19680,20
19660,26,37,19680,20
19660,31,36,19680,20
19660,34,36,19680,20
19660,34,38,19680,20
19660,34,47,19680,20
19660,36,47,19680,20
19660,32,152,19680,20
19660,136,48,19680,20
19660,87,74,19680,20
19660,152,165,19680,20
19660,86,77,19680,20
19660,86,48,19680,20
19660,77,48,19680,20
19660,3,7,19680,20
19660,29,179,19680,20
19660,17,11,19680,20
19660,15,11,19680,20
19660,111,97,19680,20
19660,8,57,19680,20
19660,174,177,19680,20
19660,75,92,19680,20
19680,215,40,19700,20
19680,214,40,19700,20
19680,211,147,19700,20
19680,211,29,19700,20
19680,207,188,19700,20
19680,206,203,19700,20
19680,206,184,19700,20
19680,194,186,19700,20
19680,188,26,19700,20
19680,197,203,19700,20
19680,197,184,19700,20
19680,200,218,19700,20
19680,203,184,19700,20
19680,160,24,19700,20
19680,160,39,19700,20
19680,160,154,19700,20
19680,155,179,19700,20
19680,123,129,19700,20
19680,124,113,19700,20
19680,140,119,19700,20
19680,219,222,19700,20
19680,127,80,19700,20
19680,54,58,19700,20
19680,54,49,19700,20
19680,65,75,19700,20
19680,65,70,19700,20
19680,24,26,19700,20
19680,24,154,19700,20
19680,25,26,19700,20
19680,26,37,19700,20
19680,34,36,19700,20
19680,136,119,19700,20
19680,86,77,19700,20
19680,86,117,19700,20
19680,86,48,19700,20
19680,98,99,19700,20
19680,98,115,19700,20
19680,77,48,19700,20
19680,3,156,19700,20
19680,3,91,19700,20
19680,29,179,19700,20
19680,21,18,19700,20
19680,17,15,19700,20
19680,17,11,19700,20
19680,15,11,19700,20
19680,111,97,19700,20
19680,119,48,19700,20
19680,75,70,19700,20
19700,215,40,19720,20
19700,214,217,19720,20
19700,214,40,19720,20
19700,214,177,19720,20
19700,211,47,19720,20
19700,194,186,19720,20
19700,186,151,19720,20
19700,187,217,19720,20
19700,224,200,19720,20
19700,148,171,19720,20
19700,143,160,19720,20
19700,143,174,19720,20
19700,147,47,19720,20
19700,158,152,19720,20
19700,160,25,19720,20
19700,160,176,19720,20
19700,151,24,19720,20
19700,151,154,19720,20
19700,155,29,19720,20
19700,123,97,19720,20
19700,124,113,19720,20
19700,140,98,19720,20
19700,140,119,19720,20
19700,219,222,19720,20
19700,127,80,19720,20
19700,63,82,19720,20
19700,237,234,19720,20
19700,24,37,19720,20
19700,24,154,19720,20
19700,26,37,19720,20
19700,31,34,19720,20
19700,34,36,19720,20
19700,36,47,19720,20
19700,136,165,19720,20
19700,86,77,19720,20
19700,86,48,19720,20
19700,98,115,19720,20
19700,98,119,19720,20
19700,98,165,19720,20
19700,115,165,19720,20
19700,115,48,19720,20
19700,77,48,19720,20
19700,107,57,19720,20
19700,3,7,19720,20
19700,3,4,19720,20
19700,15,11,19720,20
19700,11,57,19720,20
19700,7,4,19720,20
19700,7,91,19720,20
19700,174,176,19720,20
19700,174,177,19720,20
19700,119,165,19720,20
19700,75,70,19720,20
19720,215,187,19740,20
19720,215,217,19740,20
19720,211,147,19740,20
19720,211,47,19740,20
19720,207,220,19740,20
19720,213,77,19740,20
19720,213,156,19740,20
19720,206,39,19740,20
19720,194,186,19740,20
19720,194,149,19740,20
19720,188,24,19740,20
19720,224,200,19740,20
19720,197,195,19740,20
19720,148,171,19740,20
19720,143,176,19740,20
19720,149,24,19740,20
19720,147,179,19740,20
19720,147,47,19740,20
19720,158,152,19740,20
19720,160,176,19740,20
19720,151,24,19740,20
19720,155,179,19740,20
19720,123,58,19740,20
19720,123,111,19740,20
19720,123,97,19740,20
19720,124,5,19740,20
19720,124,113,19740,20
19720,125,165,19740,20
19720,220,25,19740,20
19720,219,222,19740,20
19720,127,80,19740,20
19720,54,49,19740,20
19720,56,82,19740,20
19720,69,87,19740,20
19720,58,101,19740,20
19720,65,75,19740,20
19720,237,234,19740,20
19720,24,154,19740,20
19720,26,37,19740,20
19720,34,36,19740,20
19720,37,154,19740,20
19720,32,13,19740,20
19720,136,91,19740,20
19720,86,77,19740,20
19720,86,48,19740,20
19720,85,93,19740,20
19720,98,115,19740,20
19720,98,119,19740,20
19720,115,119,19740,20
19720,77,165,19740,20
19720,77,48,19740,20
19720,0,119,19740,20
19720,3,7,19740,20
19720,111,97,19740,20
19720,7,4,19740,20
19720,174,176,19740,20
19720,176,177,19740,20
19720,103,75,19740,20
19720,171,57,19740,20
19720,75,92,19740,20
19720,165,48,19740,20
19740,214,197,19760,20
19740,211,34,19760,20
19740,211,47,19760,20
19740,207,194,19760,20
19740,207,154,19760,20
19740,194,37,19760,20
19740,188,220,19760,20
19740,186,26,19760,20
19740,221,9,19760,20
19740,197,217,19760,20
19740,197,39,19760,20
19740,148,171,19760,20
19740,149,25,19760,20
19740,147,47,19760,20
19740,158,152,19760,20
19740,158,156,19760,20
19740,151,154,19760,20
19740,123,111,19760,20
19740,123,97,19760,20
19740,124,129,19760,20
19740,125,86,19760,20
19740,220,37,19760,20
19740,129,58,19760,20
19740,127,80,19760,20
19740,127,165,19760,20
19740,69,87,19760,20
19740,63,74,19760,20
19740,65,75,19760,20
19740,65,92,19760,20
19740,34,36,19760,20
19740,36,47,19760,20
19740,32,13,19760,20
19740,98,115,19760,20
19740,98,112,19760,20
19740,99,17,19760,20
19740,80,165,19760,20
19740,77,91,19760,20
19740,77,48,19760,20
19740,20,5,19760,20
19740,0,4,19760,20
19740,0,91,19760,20
19740,0,48,19760,20
19740,107,103,19760,20
19740,21,18,19760,20
19740,17,11,19760,20
19740,111,97,19760,20
19740,114,57,19760,20
19740,5,113,19760,20
19740,174,177,19760,20
19740,100,112,19760,20
19740,95,60,19760,20
19740,75,92,19760,20
19740,91,93,19760,20
19740,91,48,19760,20
19760,215,77,19780,20
19760,211,147,19780,20
19760,213,165,19780,20
19760,194,188,19780,20
19760,188,220,19780,20
19760,187,91,19780,20
19760,225,192,19780,20
19760,224,200,19780,20
19760,192,202,19780,20
19760,197,113,19780,20
19760,200,56,19780,20
19760,143,160,19780,20
19760,202,28,19780,20
19760,149,154,19780,20
19760,160,174,19780,20
19760,151,25,19780,20
19760,123,54,19780,20
19760,123,111,19780,20
19760,123,97,19780,20
19760,125,86,19780,20
19760,219,222,19780,20
19760,217,39,19780,20
19760,127,80,19780,20
19760,127,165,19780,20
19760,127,93,19780,20
19760,54,49,19780,20
19760,58,9,19780,20
19760,65,92,19780,20
19760,65,70,19780,20
19760,25,26,19780,20
19760,25,154,19780,20
19760,26,154,19780,20
19760,31,34,19780,20
19760,31,36,19780,20
19760,34,36,19780,20
19760,39,136,19780,20
19760,39,20,19780,20
19760,32,13,19780,20
19760,136,20,19780,20
19760,86,117,19780,20
19760,81,17,19780,20
19760,81,15,19780,20
19760,98,115,19780,20
19760,98,19,19780,20
19760,98,112,19780,20
19760,80,165,19780,20
19760,80,93,19780,20
19760,77,20,19780,20
19760,19,10,19780,20
19760,0,4,19780,20
19760,111,97,19780,20
19760,11,7,19780,20
19760,9,95,19780,20
19760,7,119,19780,20
19760,174,177,19780,20
19760,176,177,19780,20
19760,75,92,19780,20
19760,165,93,19780,20
19760,91,93,19780,20
19780,215,136,19800,20
19780,211,147,19800,20
19780,213,127,19800,20
19780,186,217,19800,20
19780,221,22,19800,20
19780,187,56,19800,20
19780,187,98,19800,20
19780,224,200,19800,20
19780,192,202,19800,20
19780,148,171,19800,20
19780,203,184,19800,20
19780,147,155,19800,20
19780,151,193,19800,20
19780,155,36,19800,20
19780,155,179,19800,20
19780,123,111,19800,20
19780,123,97,19800,20
19780,124,101,19800,20
19780,219,222,19800,20
19780,129,32,19800,20
19780,129,0,19800,20
19780,129,119,19800,20
19780,127,165,19800,20
19780,127,93,19800,20
19780,54,69,19800,20
19780,56,112,19800,20
19780,184,5,19800,20
19780,62,112,19800,20
19780,65,92,19800,20
19780,237,234,19800,20
19780,31,36,19800,20
19780,34,36,19800,20
19780,39,7,19800,20
19780,39,95,19800,20
19780,32,13,19800,20
19780,32,4,19800,20
19780,32,119,19800,20
19780,152,156,19800,20
19780,233,100,19800,20
19780,233,112,19800,20
19780,81,15,19800,20
19780,98,115,19800,20
19780,77,20,19800,20
19780,77,48,19800,20
19780,20,48,19800,20
19780,0,13,19800,20
19780,0,4,19800,20
19780,0,119,19800,20
19780,15,11,19800,20
19780,13,4,19800,20
19780,13,119,19800,20
19780,111,97,19800,20
19780,174,177,19800,20
19780,100,112,19800,20
19800,215,114,19820,20
19800,214,148,19820,20
19800,214,202,19820,20
19800,214,40,19820,20
19800,207,220,19820,20
19800,213,165,19820,20
19800,213,93,19820,20
19800,194,37,19820,20
19800,188,197,19820,20
19800,221,22,19820,20
19800,224,200,19820,20
19800,224,218,19820,20
19800,197,184,19820,20
19800,148,202,19820,20
19800,148,40,19820,20
19800,195,184,19820,20
19800,203,184,19820,20
19800,202,40,19820,20
19800,124,101,19820,20
19800,124,113,19820,20
19800,125,98,19820,20
19800,125,115,19820,20
19800,140,98,19820,20
19800,219,222,19820,20
19800,217,127,19820,20
19800,127,136,19820,20
19800,54,7,19820,20
19800,56,82,19820,20
19800,62,9,19820,20
19800,65,92,19820,20
19800,65,70,19820,20
19800,24,176,19820,20
19800,25,26,19820,20
19800,25,77,19820,20
19800,25,20,19820,20
19800,31,34,19820,20
19800,31,36,19820,20
19800,31,38,19820,20
19800,31,47,19820,20
19800,34,38,19820,20
19800,34,47,19820,20
19800,36,47,19820,20
19800,37,20,19820,20
19800,39,19,19820,20
19800,86,115,19820,20
19800,233,100,19820,20
19800,233,112,19820,20
19800,98,115,19820,20
19800,77,20,19820,20
19800,77,48,19820,20
19800,19,10,19820,20
19800,20,48,19820,20
19800,107,103,19820,20
19800,107,57,19820,20
19800,111,97,19820,20
19800,9,95,19820,20
19800,174,177,19820,20
19800,100,112,19820,20
19800,165,93,19820,20
19820,214,202,19840,20
19820,211,147,19840,20
19820,211,47,19840,20
19820,207,218,19840,20
19820,213,165,19840,20
19820,213,93,19840,20
19820,194,154,19840,20
19820,224,200,19840,20
19820,197,195,19840,20
19820,197,184,19840,20
19820,200,165,19840,20
19820,195,184,19840,20
19820,202,40,19840,20
19820,123,111,19840,20
19820,123,97,19840,20
19820,124,113,19840,20
19820,125,98,19840,20
19820,125,115,19840,20
19820,220,218,19840,20
19820,220,99,19840,20
19820,132,176,19840,20
19820,132,60,19840,20
19820,219,222,19840,20
19820,129,86,19840,20
19820,127,136,19840,20
19820,58,85,19840,20
19820,62,82,19840,20
19820,65,75,19840,20
19820,65,92,19840,20
19820,24,193,19840,20
19820,25,26,19840,20
19820,31,34,19840,20
19820,31,38,19840,20
19820,31,177,19840,20
19820,34,179,19840,20
19820,36,47,19840,20
19820,38,177,19840,20
19820,39,3,19840,20
19820,32,0,19840,20
19820,233,100,19840,20
19820,98,115,19840,20
19820,98,117,19840,20
19820,98,100,19840,20
19820,157,3,19840,20
19820,80,0,19840,20
19820,115,117,19840,20
19820,77,20,19840,20
19820,77,48,19840,20
19820,0,13,19840,20
19820,107,103,19840,20
19820,107,57,19840,20
19820,21,18,19840,20
19820,17,11,19840,20
19820,12,48,19840,20
19820,111,97,19840,20
19820,100,112,19840,20
19820,177,179,19840,20
19820,75,92,19840,20
19820,75,70,19840,20
19820,165,93,19840,20
19840,215,217,19860,20
19840,214,202,19860,20
19840,211,29,19860,20
19840,211,174,19860,20
19840,207,221,19860,20
19840,213,165,19860,20
19840,213,93,19860,20
19840,194,189,19860,20
19840,194,154,19860,20
19840,189,154,19860,20
19840,224,200,19860,20
19840,197,184,19860,20
19840,195,184,19860,20
19840,143,99,19860,20
19840,151,101,19860,20
19840,123,113,19860,20
19840,125,98,19860,20
19840,125,115,19860,20
19840,125,117,19860,20
19840,220,218,19860,20
19840,132,24,19860,20
19840,219,222,19860,20
19840,129,86,19860,20
19840,217,114,19860,20
19840,62,82,19860,20
19840,63,74,19860,20
19840,65,70,19860,20
19840,237,234,19860,20
19840,40,28,19860,20
19840,25,26,19860,20
19840,31,38,19860,20
19840,34,29,19860,20
19840,37,20,19860,20
19840,37,48,19860,20
19840,39,19,19860,20
19840,39,3,19860,20
19840,39,10,19860,20
19840,39,57,19860,20
19840,32,0,19860,20
19840,87,19,19860,20
19840,98,115,19860,20
19840,98,117,19860,20
19840,115,117,19860,20
19840,77,20,19860,20
19840,77,48,19860,20
19840,0,13,19860,20
19840,107,57,19860,20
19840,9,49,19860,20
19840,8,119,19860,20
19840,7,5,19860,20
19840,174,177,19860,20
19840,100,112,19860,20
19840,103,57,19860,20
19840,95,49,19860,20
19840,165,93,19860,20
19860,214,202,19880,20
19860,207,220,19880,20
19860,213,165,19880,20
19860,206,176,19880,20
19860,186,5,19880,20
19860,221,220,19880,20
19860,225,151,19880,20
19860,224,200,19880,20
19860,224,8,19880,20
19860,200,6,19880,20
19860,148,171,19880,20
19860,195,203,19880,20
19860,195,149,19880,20
19860,195,151,19880,20
19860,158,152,19880,20
19860,151,218,19880,20
19860,123,111,19880,20
19860,123,97,19880,20
19860,123,113,19880,20
19860,124,101,19880,20
19860,125,98,19880,20
19860,125,115,19880,20
19860,125,107,19880,20
19860,125,117,19880,20
19860,219,222,19880,20
19860,129,233,19880,20
19860,129,98,19880,20
19860,217,176,19880,20
19860,127,136,19880,20
19860,127,80,19880,20
19860,54,95,19880,20
19860,69,100,19880,20
19860,69,48,19880,20
19860,58,17,19880,20
19860,58,49,19880,20
19860,62,19,19880,20
19860,65,92,19880,20
19860,65,60,19880,20
19860,24,91,19880,20
19860,25,26,19880,20
19860,25,87,19880,20
19860,25,47,19880,20
19860,26,12,19880,20
19860,26,47,19880,20
19860,31,38,19880,20
19860,36,20,19880,20
19860,36,6,19880,20
19860,36,57,19880,20
19860,37,22,19880,20
19860,37,17,19880,20
19860,39,21,19880,20
19860,39,18,19880,20
19860,32,0,19880,20
19860,32,13,19880,20
19860,136,119,19880,20
19860,87,12,19880,20
19860,87,47,19880,20
19860,81,70,19880,20
19860,98,115,19880,20
19860,98,117,19880,20
19860,99,119,19880,20
19860,115,176,19880,20
19860,77,9,19880,20
19860,77,100,19880,20
19860,77,75,19880,20
19860,77,82,19880,20
19860,19,3,19880,20
19860,19,10,19880,20
19860,0,13,19880,20
19860,17,11,19880,20
19860,17,100,19880,20
19860,111,97,19880,20
19860,111,113,19880,20
19860,9,48,19880,20
19860,9,70,19880,20
19860,8,154,19880,20
19860,8,57,19880,20
19860,117,93,19880,20
19860,6,91,19880,20
19860,174,177,19880,20
19860,97,113,19880,20
19860,100,112,19880,20
19860,75,92,19880,20
19860,91,57,19880,20
19880,215,151,19900,20
19880,214,202,19900,20
19880,211,29,19900,20
19880,207,221,19900,20
19880,207,200,19900,20
19880,207,220,19900,20
19880,194,187,19900,20
19880,194,189,19900,20
19880,194,192,19900,20
19880,194,165,19900,20
19880,187,165,19900,20
19880,224,200,19900,20
19880,224,148,19900,20
19880,224,218,19900,20
19880,200,148,19900,20
19880,200,218,19900,20
19880,148,176,19900,20
19880,148,171,19900,20
19880,195,14,19900,20
19880,149,154,19900,20
19880,147,26,19900,20
19880,158,151,19900,20
19880,158,152,19900,20
19880,158,174,19900,20
19880,158,91,19900,20
19880,151,156,19900,20
19880,124,97,19900,20
19880,124,113,19900,20
19880,125,140,19900,20
19880,125,129,19900,20
19880,219,222,19900,20
19880,218,117,19900,20
19880,127,57,19900,20
19880,69,48,19900,20
19880,58,80,19900,20
19880,58,49,19900,20
19880,62,91,19900,20
19880,63,65,19900,20
19880,40,5,19900,20
19880,24,93,19900,20
19880,31,38,19900,20
19880,39,19,19900,20
19880,39,20,19900,20
19880,39,7,19900,20
19880,39,6,19900,20
19880,32,0,19900,20
19880,136,47,19900,20
19880,152,230,19900,20
19880,152,174,19900,20
19880,86,75,19900,20
19880,86,60,19900,20
19880,81,92,19900,20
19880,81,49,19900,20
19880,99,101,19900,20
19880,101,103,19900,20
19880,193,179,19900,20
19880,19,10,19900,20
19880,19,7,19900,20
19880,19,6,19900,20
19880,0,13,19900,20
19880,107,174,19900,20
19880,17,11,19900,20
19880,17,7,19900,20
19880,15,5,19900,20
19880,12,7,19900,20
19880,111,97,19900,20
19880,174,176,19900,20
19880,74,91,19900,20
19880,113,57,19900,20
19880,75,49,19900,20
19900,215,224,19920,20
19900,214,186,19920,20
19900,211,147,19920,20
19900,211,14,19920,20
19900,207,220,19920,20
19900,207,218,19920,20
19900,206,224,19920,20
19900,206,177,19920,20
19900,194,188,19920,20
19900,194,186,19920,20
19900,194,187,19920,20
19900,194,189,19920,20
19900,186,189,19920,20
19900,187,189,19920,20
19900,189,195,19920,20
19900,224,200,19920,20
19900,224,218,19920,20
19900,197,195,19920,20
19900,200,218,19920,20
19900,148,171,19920,20
19900,195,203,19920,20
19900,203,202,19920,20
19900,149,154,19920,20
19900,147,14,19920,20
19900,151,154,19920,20
19900,124,136,19920,20
19900,125,140,19920,20
19900,125,129,19920,20
19900,220,184,19920,20
19900,140,136,19920,20
19900,140,101,19920,20
19900,132,179,19920,20
19900,132,47,19920,20
19900,219,222,19920,20
19900,129,136,19920,20
19900,217,193,19920,20
19900,54,56,19920,20
19900,54,65,19920,20
19900,54,87,19920,20
19900,54,49,19920,20
19900,56,62,19920,20
19900,69,57,19920,20
19900,62,86,19920,20
19900,63,49,19920,20
19900,65,49,19920,20
19900,25,26,19920,20
19900,25,37,19920,20
19900,25,17,19920,20
19900,26,87,19920,20
19900,31,37,19920,20
19900,34,37,19920,20
19900,36,39,19920,20
19900,39,2,19920,20
19900,136,29,19920,20
19900,87,91,19920,20
19900,87,92,19920,20
19900,86,85,19920,20
19900,86,60,19920,20
19900,86,70,19920,20
19900,85,60,19920,20
19900,98,115,19920,20
19900,98,119,19920,20
19900,101,117,19920,20
19900,77,91,19920,20
19900,193,179,19920,20
19900,19,10,19920,20
19900,20,0,19920,20
19900,20,12,19920,20
19900,18,8,19920,20
19900,17,5,19920,20
19900,15,11,19920,20
19900,111,97,19920,20
19900,8,6,19920,20
19900,174,171,19920,20
19900,174,177,19920,20
19900,75,82,19920,20
19900,91,93,19920,20
19900,60,70,19920,20
19920,215,140,19940,20
19920,214,174,19940,20
19920,211,225,19940,20
19920,207,213,19940,20
19920,194,186,19940,20
19920,188,187,19940,20
19920,188,193,19940,20
19920,186,187,19940,20
19920,186,200,19940,20
19920,186,195,19940,20
19920,187,189,19940,20
19920,187,200,19940,20
19920,225,230,19940,20
19920,197,195,19940,20
19920,197,203,19940,20
19920,197,184,19940,20
19920,148,149,19940,20
19920,148,154,19940,20
19920,229,172,19940,20
19920,149,158,19940,20
19920,149,154,19940,20
19920,158,151,19940,20
19920,158,152,19940,20
19920,158,156,19940,20
19920,160,155,19940,20
19920,123,125,19940,20
19920,123,140,19940,20
19920,124,136,19940,20
19920,125,140,19940,20
19920,125,132,19940,20
19920,140,132,19940,20
19920,132,47,19940,20
19920,131,138,19940,20
19920,219,222,19940,20
19920,129,127,19940,20
19920,53,64,19940,20
19920,54,69,19940,20
19920,56,62,19940,20
19920,69,57,19940,20
19920,65,57,19940,20
19920,24,39,19940,20
19920,25,26,19940,20
19920,25,46,19940,20
19920,26,95,19940,20
19920,28,37,19940,20
19920,37,0,19940,20
19920,39,2,19940,20
19920,87,91,19940,20
19920,22,0,19940,20
19920,19,18,19940,20
19920,20,9,19940,20
19920,0,13,19940,20
19920,0,9,19940,20
19920,3,5,19940,20
19920,21,14,19940,20
19920,17,11,19940,20
19920,15,5,19940,20
19920,14,8,19940,20
19920,11,9,19940,20
19920,11,5,19940,20
19920,8,4,19940,20
19920,156,176,19940,20
19920,166,172,19940,20
19920,174,177,19940,20
19920,74,93,19940,20
19920,60,70,19940,20
19940,214,233,19960,20
19940,194,186,19960,20
19940,194,189,19960,20
19940,186,187,19960,20
19940,186,189,19960,20
19940,186,195,19960,20
19940,187,189,19960,20
19940,192,200,19960,20
19940,197,193,19960,20
19940,148,149,19960,20
19940,148,154,19960,20
19940,203,184,19960,20
19940,229,166,19960,20
19940,149,154,19960,20
19940,147,160,19960,20
19940,158,152,19960,20
19940,160,178,19960,20
19940,151,152,19960,20
19940,151,154,19960,20
19940,155,157,19960,20
19940,123,125,19960,20
19940,123,140,19960,20
19940,125,140,19960,20
19940,125,132,19960,20
19940,131,138,19960,20
19940,219,222,19960,20
19940,127,154,19960,20
19940,53,64,19960,20
19940,54,69,19960,20
19940,54,65,19960,20
19940,56,62,19960,20
19940,69,65,19960,20
19940,58,48,19960,20
19940,62,70,19960,20
19940,65,48,19960,20
19940,24,29,19960,20
19940,28,37,19960,20
19940,31,38,19960,20
19940,37,20,19960,20
19940,39,32,19960,20
19940,87,75,19960,20
19940,87,92,19960,20
19940,86,85,19960,20
19940,86,80,19960,20
19940,86,60,19960,20
19940,22,0,19960,20
19940,22,13,19960,20
19940,81,75,19960,20
19940,77,75,19960,20
19940,19,10,19960,20
19940,230,174,19960,20
19940,230,177,19960,20
19940,20,9,19960,20
19940,0,18,19960,20
19940,0,13,19960,20
19940,29,70,19960,20
19940,21,14,19960,20
19940,21,7,19960,20
19940,11,5,19960,20
19940,166,172,19960,20
19940,174,177,19960,20
19940,74,93,19960,20
19940,48,49,19960,20
19960,194,186,19980,20
19960,194,189,19980,20
19960,188,192,19980,20
19960,186,189,19980,20
19960,187,189,19980,20
19960,187,195,19980,20
19960,197,193,19980,20
19960,195,203,19980,20
19960,195,184,19980,20
19960,203,184,19980,20
19960,229,166,19980,20
19960,158,152,19980,20
19960,158,165,19980,20
19960,155,157,19980,20
19960,131,138,19980,20
19960,219,222,19980,20
19960,53,64,19980,20
19960,54,65,19980,20
19960,54,57,19980,20
19960,56,91,19980,20
19960,56,70,19980,20
19960,69,65,19980,20
19960,69,234,19980,20
19960,58,234,19980,20
19960,58,49,19980,20
19960,62,70,19980,20
19960,65,57,19980,20
19960,24,36,19980,20
19960,24,232,19980,20
19960,25,26,19980,20
19960,25,39,19980,20
19960,25,29,19980,20
19960,26,31,19980,20
19960,26,29,19980,20
19960,31,38,19980,20
19960,37,39,19980,20
19960,39,46,19980,20
19960,87,81,19980,20
19960,87,91,19980,20
19960,87,92,19980,20
19960,152,165,19980,20
19960,86,60,19980,20
19960,22,0,19980,20
19960,22,13,19980,20
19960,157,179,19980,20
19960,80,74,19980,20
19960,80,48,19980,20
19960,77,75,19980,20
19960,19,12,19980,20
19960,0,18,19980,20
19960,0,14,19980,20
19960,0,13,19980,20
19960,2,21,19980,20
19960,2,9,19980,20
19960,3,5,19980,20
19960,21,14,19980,20
19960,21,7,19980,20
19960,17,11,19980,20
19960,14,9,19980,20
19960,11,5,19980,20
19960,9,8,19980,20
19960,174,177,19980,20
19960,176,165,19980,20
19960,234,48,19980,20
19960,234,49,19980,20
19960,74,93,19980,20
19960,91,92,19980,20
19960,48,49,19980,20
19960,47,70,19980,20
19980,215,218,20000,20
19980,207,220,20000,20
19980,194,186,20000,20
19980,194,187,20000,20
19980,194,189,20000,20
19980,186,189,20000,20
19980,186,200,20000,20
19980,187,195,20000,20
19980,187,203,20000,20
19980,197,195,20000,20
19980,197,203,20000,20
19980,195,203,20000,20
19980,203,184,20000,20
19980,202,184,20000,20
19980,158,152,20000,20
19980,158,156,20000,20
19980,158,165,20000,20
19980,155,157,20000,20
19980,131,138,20000,20
19980,219,222,20000,20
19980,53,64,20000,20
19980,54,234,20000,20
19980,54,57,20000,20
19980,56,69,20000,20
19980,69,58,20000,20
19980,69,62,20000,20
19980,58,49,20000,20
19980,184,157,20000,20
19980,63,65,20000,20
19980,237,82,20000,20
19980,40,46,20000,20
19980,24,36,20000,20
19980,24,232,20000,20
19980,25,39,20000,20
19980,25,2,20000,20
19980,31,232,20000,20
19980,31,8,20000,20
19980,38,232,20000,20
19980,87,91,20000,20
19980,87,92,20000,20
19980,152,165,20000,20
19980,86,74,20000,20
19980,86,60,20000,20
19980,81,49,20000,20
19980,19,20,20000,20
19980,19,11,20000,20
19980,19,6,20000,20
19980,230,5,20000,20
19980,0,21,20000,20
19980,0,18,20000,20
19980,0,13,20000,20
19980,0,8,20000,20
19980,3,17,20000,20
19980,21,14,20000,20
19980,21,9,20000,20
19980,21,7,20000,20
19980,18,13,20000,20
19980,14,9,20000,20
19980,8,7,20000,20
19980,234,57,20000,20
19980,91,92,20000,20
19980,48,49,20000,20
20000,215,218,20020,20
20000,214,213,20020,20
20000,214,225,20020,20
20000,207,220,20020,20
20000,213,225,20020,20
20000,206,224,20020,20
20000,194,187,20020,20
20000,191,200,20020,20
20000,187,193,20020,20
20000,224,218,20020,20
20000,197,199,20020,20
20000,197,202,20020,20
20000,197,184,20020,20
20000,199,202,20020,20
20000,199,184,20020,20
20000,148,154,20020,20
20000,203,184,20020,20
20000,143,158,20020,20
20000,229,166,20020,20
20000,149,154,20020,20
20000,147,179,20020,20
20000,158,152,20020,20
20000,158,165,20020,20
20000,151,176,20020,20
20000,155,157,20020,20
20000,131,138,20020,20
20000,219,222,20020,20
20000,53,64,20020,20
20000,54,57,20020,20
20000,56,69,20020,20
20000,56,62,20020,20
20000,56,234,20020,20
20000,56,70,20020,20
20000,69,86,20020,20
20000,69,234,20020,20
20000,69,49,20020,20
20000,58,234,20020,20
20000,58,48,20020,20
20000,58,49,20020,20
20000,62,234,20020,20
20000,63,65,20020,20
20000,25,26,20020,20
20000,25,39,20020,20
20000,25,32,20020,20
20000,37,20,20020,20
20000,39,0,20020,20
20000,39,14,20020,20
20000,87,91,20020,20
20000,87,92,20020,20
20000,86,60,20020,20
20000,22,6,20020,20
20000,81,75,20020,20
20000,81,91,20020,20
20000,232,47,20020,20
20000,77,74,20020,20
20000,19,11,20020,20
20000,19,10,20020,20
20000,230,5,20020,20
20000,20,11,20020,20
20000,0,13,20020,20
20000,21,9,20020,20
20000,18,13,20020,20
20000,14,9,20020,20
20000,12,11,20020,20
20000,11,6,20020,20
20000,95,93,20020,20
20000,74,70,20020,20
20000,75,91,20020,20
20000,165,178,20020,20
20000,91,92,20020,20
20000,48,49,20020,20
20020,215,224,20040,20
20020,215,218,20040,20
20020,211,220,20040,20
20020,207,220,20040,20
20020,213,224,20040,20
20020,196,202,20040,20
20020,194,195,20040,20
20020,198,192,20040,20
20020,198,235,20040,20
20020,224,218,20040,20
20020,199,202,20040,20
20020,199,184,20040,20
20020,148,149,20040,20
20020,148,154,20040,20
20020,202,184,20040,20
20020,149,154,20040,20
20020,147,160,20040,20
20020,158,152,20040,20
20020,158,156,20040,20
20020,160,152,20040,20
20020,151,152,20040,20
20020,155,157,20040,20
20020,131,138,20040,20
20020,219,222,20040,20
20020,53,64,20040,20
20020,54,57,20040,20
20020,56,69,20040,20
20020,56,62,20040,20
20020,56,70,20040,20
20020,69,62,20040,20
20020,69,48,20040,20
20020,69,60,20040,20
20020,58,48,20040,20
20020,58,49,20040,20
